ReferenceID,Link of the Product,SKU,CampaignID,CampaignName,Keywords,Keywords Type,Current Bid,Adjust Bid,Max Bid,Sponsored Rank,Organic Rank,Is Top 24 Advertised,Recipient,Item Type,Path
0381,https://www.ebay.com.au/itm/185872310541,KYLB3N1032,13652714013,KY032,leaf mulcher,EXACT,0.22,,2.5,P1 - 1 / 62,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0382,https://www.ebay.com.au/itm/185872310541,KYLB3N1032,13652714013,KY032,leaf vacuum,EXACT,0.62,,2.5,P1 - 3 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0383,https://www.ebay.com.au/itm/185872310541,KYLB3N1032,13652714013,KY032,blower vac,EXACT,0.25,0.35,2.5,No,P1 - 20 / 62,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0384,https://www.ebay.com.au/itm/185872310541,KYLB3N1032,13652714013,KY032,leaf blower,EXACT,2.4,2.5,2.5,P1 - 23 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0385,https://www.ebay.com.au/itm/185872310541,KYLB3N1032,13652714013,KY032,blower vac cordless,EXACT,0.7,0.8,2.5,P1 - 29 / 62,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0386,https://www.ebay.com.au/itm/185872310541,KYLB3N1032,13652714013,KY032,electric blower vac,EXACT,0.69,,2.5,P1 - 4 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0387,https://www.ebay.com.au/itm/185030409613,TLWP12V101,13636741013,TL101,12volt water pump,EXACT,0.36,0.46,1.17,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0388,https://www.ebay.com.au/itm/185030409613,TLWP12V101,13636741013,TL101,12 volt water pumps,EXACT,1,,1.17,P1 - 9 / 67,P1 - 16 / 67,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0389,https://www.ebay.com.au/itm/185030409613,TLWP12V101,13636741013,TL101,12v water pump self priming,EXACT,0.58,,1.17,P1 - 9 / 70,P1 - 8 / 70,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0390,https://www.ebay.com.au/itm/185030409613,TLWP12V101,13636741013,TL101,12v. water pump,EXACT,0.6,0.7,1.17,No,P1 - 20 / 70,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0391,https://www.ebay.com.au/itm/185026721472,TXCB20V121,13403803013,TX121,mini leaf blower,EXACT,1.87,,2.5,P1 - 23 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0392,https://www.ebay.com.au/itm/185725772967,MKSB700051,13376788013,MK051,hand held electric mixer,PHRASE,0.57,,1.8,P1 - 2 / 62,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0393,https://www.ebay.com.au/itm/185725772967,MKSB700051,13376788013,MK051,electric mixer,PHRASE,0.61,0.71,1.8,P1 - 23 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0394,https://www.ebay.com.au/itm/185725772967,MKSB700051,13376788013,MK051,stick blender,EXACT,0.75,,1.8,P1 - 2 / 62,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0395,https://www.ebay.com.au/itm/185650769515,MSTR64P081,13250282013,MS081,car tyre puncture repair kit,EXACT,0.3,,1.05,P1 - 2 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0396,https://www.ebay.com.au/itm/185650769515,MSTR64P081,13250282013,MS081,car puncture repair kit,EXACT,0.4,,1.05,P1 - 4 / 62,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0397,https://www.ebay.com.au/itm/185650769515,MSTR64P081,13250282013,MS081,tire repair kit,EXACT,0.34,,1.05,P1 - 4 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0398,https://www.ebay.com.au/itm/185650769515,MSTR64P081,13250282013,MS081,tyre puncture repair kit,EXACT,0.32,,1.05,P1 - 3 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0399,https://www.ebay.com.au/itm/185030235159,KYOUC265CM014,13175137013, cover ky014 ky016,umbrella cover,EXACT,0.8,,1.17,P1 - 3 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0400,https://www.ebay.com.au/itm/185030235159,KYOUC265CM014,13175137013, cover ky014 ky016,outdoor umbrella covers,EXACT,0.5,,1.17,P1 - 2 / 69,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0401,https://www.ebay.com.au/itm/185180081889,TXDP750W132,13125026013,Water PumpTX131 TX132,water pump 240v,EXACT,1.8,1.9,2.37,P1 - 40 / 70,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0402,https://www.ebay.com.au/itm/185180081889,TXDP750W132,13125026013,Water PumpTX131 TX132,submersible pump 240v,EXACT,2.1,2.2,2.37,P1 - 37 / 70,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0403,https://www.ebay.com.au/itm/185180081889,TXDP750W132,13125026013,Water PumpTX131 TX132,submersable pump,EXACT,1,,2.37,P2 - 3 / 62,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0404,https://www.ebay.com.au/itm/185180081889,TXDP750W132,13125026013,Water PumpTX131 TX132,dirty water pump,EXACT,1,,2.37,P2 - 16 / 62,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0405,https://www.ebay.com.au/itm/185180081889,TXDP750W132,13125026013,Water PumpTX131 TX132,submersible pump,EXACT,0.4,,2.37,P2 - 3 / 62,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0406,https://www.ebay.com.au/itm/185556494563,MSHT1180P044,13090639013,ms044,hand tool set,PHRASE,0.5,,2.5,P1 - 22 / 69,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0407,https://www.ebay.com.au/itm/185556494563,MSHT1180P044,13090639013,ms044,tool box set,EXACT,0.6,,2.5,P1 - 2 / 62,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0408,https://www.ebay.com.au/itm/185556494563,MSHT1180P044,13090639013,ms044,tool box,EXACT,1.42,1.52,2.5,No,P1 - 8 / 62,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0409,https://www.ebay.com.au/itm/185556494563,MSHT1180P044,13090639013,ms044,tool box kit,EXACT,0.4,,2.5,P1 - 2 / 66,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0410,https://www.ebay.com.au/itm/185556494563,MSHT1180P044,13090639013,ms044,tool box with tools,EXACT,0.6,,2.5,P1 - 2 / 69,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0411,https://www.ebay.com.au/itm/185433273112,FB10ABEH,13007347013,Fire extinguisher,fire extinguisher,PHRASE,0.21,,1.17,P1 - 3 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0412,https://www.ebay.com.au/itm/185433273112,FB10ABEH,13007347013,Fire extinguisher,small fire extinguisher,EXACT,0.3,0.4,1.17,No,P1 - 2 / 62,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0413,https://www.ebay.com.au/itm/185433273112,FB10ABEH,13007347013,Fire extinguisher,fire extinguisher,EXACT,0.85,,1.17,P1 - 2 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0414,https://www.ebay.com.au/itm/185433279682,FB25ABE,13007347013,Fire extinguisher,fire extinguisher,PHRASE,0.6,,2.07,P1 - 22 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0415,https://www.ebay.com.au/itm/185433279682,FB25ABE,13007347013,Fire extinguisher,2.5kg fire extinguisher,EXACT,0.2,0.3,2.07,No,P1 - 3 / 61,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0416,https://www.ebay.com.au/itm/185026736832,FB10ABE,13007347013,Fire extinguisher,fire extinguisher,PHRASE,0.17,,1.05,P1 - 4 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0417,https://www.ebay.com.au/itm/185026736832,FB10ABE,13007347013,Fire extinguisher,car fire extinguisher,EXACT,0.3,,1.05,P1 - 3 / 66,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0418,https://www.ebay.com.au/itm/185026736832,FB10ABE,13007347013,Fire extinguisher,fire extinguisher car,EXACT,0.22,,1.05,P1 - 2 / 69,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0419,https://www.ebay.com.au/itm/185026736832,FB10ABE,13007347013,Fire extinguisher,fire extinguisher,EXACT,0.5,,1.05,P1 - 1 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0420,https://www.ebay.com.au/itm/185374333818,TXCTD125M022,12805894013,TX022,cutting wheels,PHRASE,0.88,0.98,1.35,No,P1 - 28 / 70,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0421,https://www.ebay.com.au/itm/185290548827,TXRNG110P082,12760291013,TX082,nutsert kit,EXACT,1.15,,2.39,P1 - 2 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0422,https://www.ebay.com.au/itm/185290548827,TXRNG110P082,12760291013,TX082,nutsert tool,EXACT,1,,2.39,P1 - 4 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0423,https://www.ebay.com.au/itm/185290548827,TXRNG110P082,12760291013,TX082,rivet nut gun,EXACT,0.5,,2.39,P1 - 1 / 68,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0424,https://www.ebay.com.au/itm/185324376993,TXEE13W095,12760239013,TX095,glass engraver,EXACT,0.3,0.4,1.05,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0425,https://www.ebay.com.au/itm/185324376993,TXEE13W095,12760239013,TX095,engraver tool,EXACT,0.3,0.4,1.05,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0426,https://www.ebay.com.au/itm/185324376993,TXEE13W095,12760239013,TX095,electric engraver,EXACT,0.3,0.4,1.05,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0427,https://www.ebay.com.au/itm/185324376993,TXEE13W095,12760239013,TX095,electric engraving pen,EXACT,0.63,0.73,1.05,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0428,https://www.ebay.com.au/itm/185324376993,TXEE13W095,12760239013,TX095,engraver pen,EXACT,0.53,0.63,1.05,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0429,https://www.ebay.com.au/itm/185324376993,TXEE13W095,12760239013,TX095,metal engraving tool,EXACT,0.3,0.4,1.05,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0430,https://www.ebay.com.au/itm/185324376993,TXEE13W095,12760239013,TX095,metal engraving,EXACT,0.4,0.5,1.05,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0431,https://www.ebay.com.au/itm/185030235159,KYOUC265CM014,13175137013, cover ky014 ky016,cantilever umbrella cover,EXACT,0.5,,1.17,P1 - 3 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0432,https://www.ebay.com.au/itm/185030235159,KYOUC265CM014,13175137013, cover ky014 ky016,market umbrella cover,EXACT,0.59,,1.17,P1 - 2 / 62,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0433,https://www.ebay.com.au/itm/185030235159,KYOUC265CM014,13175137013, cover ky014 ky016,pool umbrella cover,EXACT,0.5,0.6,1.17,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0434,https://www.ebay.com.au/itm/185294655112,KYCC077CM016,13175137013, cover ky014 ky016,patio chair cover,EXACT,0.35,,1.05,P1 - 3 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0435,https://www.ebay.com.au/itm/185294655112,KYCC077CM016,13175137013, cover ky014 ky016,waterproof outdoor furniture cover,EXACT,0.51,0.61,1.05,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0436,https://www.ebay.com.au/itm/185294655112,KYCC077CM016,13175137013, cover ky014 ky016,outdoor furniture cover,EXACT,0.6,0.7,1.05,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0437,https://www.ebay.com.au/itm/185556494563,MSHT1180P044,13090639013,ms044,tool set kit,EXACT,0.4,,2.5,P1 - 4 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0438,https://www.ebay.com.au/itm/185556494563,MSHT1180P044,13090639013,ms044,tool set box,EXACT,0.25,0.35,2.5,P1 - 3 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0439,https://www.ebay.com.au/itm/185556494563,MSHT1180P044,13090639013,ms044,tool kit,EXACT,0.75,,2.5,P1 - 1 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0440,https://www.ebay.com.au/itm/185285029575,"FB10X10RED10ABE",13007347013,Fire extinguisher,fire extinguisher,PHRASE,0.18,0.28,1.47,,,,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0441,https://www.ebay.com.au/itm/185285029575,"FB10X10RED10ABE",13007347013,Fire extinguisher,fire blanket,PHRASE,0.17,0.27,1.47,,,,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0442,https://www.ebay.com.au/itm/185285029575,"FB10X10RED10ABE",13007347013,Fire extinguisher,car fire extinguisher,EXACT,0.34,0.44,1.47,,,,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0443,https://www.ebay.com.au/itm/185285029575,"FB10X10RED10ABE",13007347013,Fire extinguisher,fire extinguisher car,EXACT,1.2,1.3,1.47,,,,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0444,https://www.ebay.com.au/itm/185285029575,"FB10X10RED10ABE",13007347013,Fire extinguisher,fire blanket,EXACT,0.7,0.8,1.47,,,,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0445,https://www.ebay.com.au/itm/185285029575,"FB10X10RED10ABE",13007347013,Fire extinguisher,fire extinguisher,EXACT,0.88,0.98,1.47,,,,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0446,https://www.ebay.com.au/itm/185051227954,FANCP30FB10X10RED10ABE,13007347013,Fire extinguisher,fire blanket,PHRASE,0.35,0.45,2.37,,,,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0447,https://www.ebay.com.au/itm/185051227954,FANCP30FB10X10RED10ABE,13007347013,Fire extinguisher,fire extinguisher,PHRASE,0.4,0.5,2.37,,,,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0448,https://www.ebay.com.au/itm/185051227954,FANCP30FB10X10RED10ABE,13007347013,Fire extinguisher,first aid kit,PHRASE,0.72,0.82,2.37,,,,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0449,https://www.ebay.com.au/itm/185026756307,RED10ABE,13007347013,Fire extinguisher,fire extinguisher,PHRASE,0.6,0.7,1.02,P1 - 2 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
